CÓDIGO HORÁRIO;DESCRIÇÃO HORÁRIO;ID SCRIPT;INICIO;TERMINO
940;07:00 09:10 09:25 13:00;07:0013:00;07:00;13:00
5056;14:00 16:24 16:39 22:00;14:0022:00;14:00;22:00
3282;21:00 22:48 23:03 03:00;21:0003:00;21:00;03:00
784;11:00 13:55 14:55 19:00;11:0019:00;11:00;19:00
335;21:00 23:00 00:00 05:00;21:0005:00;21:00;05:00
3028;13:00 16:55 17:10 19:00;13:0019:00;13:00;19:00
3029;13:00 15:45 16:00 19:00;13:0019:00;13:00;19:00
321;05:00 07:00 07:15 11:00;05:0011:00;05:00;11:00
518;05:00 08:55 09:10 11:00;05:0011:00;05:00;11:00
193;05:00 08:20 08:35 11:00;05:0011:00;05:00;11:00
186;05:00 07:50 08:05 11:00;05:0011:00;05:00;11:00
309;04:00 06:40 06:55 10:00;04:0010:00;04:00;10:00
346;04:00 06:50 07:05 10:00;04:0010:00;04:00;10:00
1163;20:30 AS 02:30;2,918402778;20:30;02:30
322;05:00 07:25 07:40 11:00;05:0011:00;05:00;11:00
189;05:00 08:15 08:30 11:00;05:0011:00;05:00;11:00
198;05:00 07:40 07:55 11:00;05:0011:00;05:00;11:00
2278;05:30 07:18 07:33 11:30;2,299652778;05:30;11:30
357;17:00 19:30 19:45 23:00;17:0023:00;17:00;23:00
119;17:00 19:35 19:50 23:00;17:0023:00;17:00;23:00
358;17:00 20:25 20:40 23:00;17:0023:00;17:00;23:00
373;17:00 18:55 19:10 23:00;17:0023:00;17:00;23:00
179;15:00 20:00 21:00 23:00;15:0023:00;15:00;23:00
3992;04:00 07:10 08:40 12:30;04:0012:30;04:00;12:30
3987;04:00 06:15 07:45 12:30;04:0012:30;04:00;12:30
3990;04:00 06:50 08:20 12:30;04:0012:30;04:00;12:30
4001;04:00 08:00 09:30 12:30;04:0012:30;04:00;12:30
5285;04:00 08:35 10:05 12:30;04:0012:30;04:00;12:30
5286;04:00 08:45 10:15 12:30;04:0012:30;04:00;12:30
3998;04:00 06:20 07:50 12:30;04:0012:30;04:00;12:30
3991;04:00 07:30 09:00 12:30;04:0012:30;04:00;12:30
3999;04:00 08:20 09:50 12:30;04:0012:30;04:00;12:30
3988;04:00 06:35 08:05 12:30;04:0012:30;04:00;12:30
5287;04:00 06:25 07:55 12:30;04:0012:30;04:00;12:30
5288;04:00 07:00 08:30 12:30;04:0012:30;04:00;12:30
59;05:00 11:00;05:0011:00;05:00;11:00
668;05:00 08:20 08:35 11:00;05:0011:00;05:00;11:00
683;05:00 08:10 08:25 11:00;05:0011:00;05:00;11:00
196;05:00 06:50 07:05 11:00;05:0011:00;05:00;11:00
187;05:00 07:35 07:50 11:00;05:0011:00;05:00;11:00
563;05:00 08:30 09:30 13:00;05:0013:00;05:00;13:00
467;05:00 08:35 09:35 13:00;05:0013:00;05:00;13:00
64;05:00 09:35 10:35 13:00;05:0013:00;05:00;13:00
582;05:00 09:05 10:05 13:00;05:0013:00;05:00;13:00
788;05:00 08:15 09:15 13:00;05:0013:00;05:00;13:00
2952;05:00 07:50 08:50 13:00;05:0013:00;05:00;13:00
386;05:00 08:25 09:25 13:00;05:0013:00;05:00;13:00
797;05:00 09:25 10:25 13:00;05:0013:00;05:00;13:00
1157;12:00 AS 20:00;12:0020:00;12:00;20:00
1165;18:00 AS 02:00;18:0002:00;18:00;02:00
2295;10:00 14:40 15:40 18:00;10:0018:00;10:00;18:00
329;10:00 13:00 14:00 18:00;10:0018:00;10:00;18:00
2754;10:00 14:35 15:35 18:00;10:0018:00;10:00;18:00
326;10:00 13:15 14:15 18:00;10:0018:00;10:00;18:00
330;10:00 12:50 13:50 18:00;10:0018:00;10:00;18:00
2298;10:00 14:50 15:50 18:00;10:0018:00;10:00;18:00
2296;10:00 14:45 15:45 18:00;10:0018:00;10:00;18:00
388;05:00 07:20 08:20 13:00;05:0013:00;05:00;13:00
390;05:00 08:00 09:00 13:00;05:0013:00;05:00;13:00
242;06:00 09:45 10:45 14:00;06:0014:00;06:00;14:00
72;07:00 10:55 11:10 13:00;07:0013:00;07:00;13:00
4092;12:00 14:15 15:45 20:30;12:0020:30;12:00;20:30
1121;15:00 AS 20:00;15:0020:00;15:00;20:00
339;21:00 01:15 02:15 05:00;21:0005:00;21:00;05:00
422;21:00 00:10 01:10 05:00;21:0005:00;21:00;05:00
2239;21:00 00:00 01:00 05:00;21:0005:00;21:00;05:00
2218;21:00 01:50 02:50 05:00;21:0005:00;21:00;05:00
2224;21:00 23:30 00:30 05:00;21:0005:00;21:00;05:00
2242;21:00 23:05 00:05 05:00;21:0005:00;21:00;05:00
423;21:00 00:30 01:30 05:00;21:0005:00;21:00;05:00
4006;11:00 13:00 14:30 19:00;11:0019:00;11:00;19:00
4017;11:00 13:10 14:40 19:00;11:0019:00;11:00;19:00
4018;11:00 15:10 16:40 19:00;11:0019:00;11:00;19:00
5293;11:00 13:15 14:45 19:00;11:0019:00;11:00;19:00
4007;11:00 15:00 16:30 19:00;11:0019:00;11:00;19:00
5294;11:00 14:05 15:35 19:00;11:0019:00;11:00;19:00
5295;11:00 14:45 16:15 19:00;11:0019:00;11:00;19:00
5296;11:00 14:20 15:50 19:00;11:0019:00;11:00;19:00
4015;11:00 13:25 14:55 19:00;11:0019:00;11:00;19:00
1877;18:00 19:00 20:00 00:00;18:0000:00;18:00;00:00
117;05:00 08:55 09:55 13:00;05:0013:00;05:00;13:00
106;05:00 08:40 09:40 13:00;05:0013:00;05:00;13:00
5299;15:30 17:45 18:45 00:00;2,708333333;15:30;00:00
3331;18:00 20:00 21:00 02:00;18:0002:00;18:00;02:00
5277;05:30 07:45 08:45 14:00;2,301388889;05:30;14:00
1097;15:00 AS 21:00;15:0021:00;15:00;21:00
1078;07:00 AS 13:00;07:0013:00;07:00;13:00
145;07:00 10:10 10:25 13:00;07:0013:00;07:00;13:00
417;07:00 09:15 09:30 13:00;07:0013:00;07:00;13:00
68;07:00 09:30 09:45 13:00;07:0013:00;07:00;13:00
805;03:00 05:10 05:25 09:00;03:0009:00;03:00;09:00
3024;13:00 14:48 15:03 19:00;13:0019:00;13:00;19:00
342;07:00 09:20 09:35 13:00;07:0013:00;07:00;13:00
16;06:00 10:15 11:15 14:00;06:0014:00;06:00;14:00
794;11:00 14:25 15:25 19:00;11:0019:00;11:00;19:00
217;11:00 14:40 15:40 19:00;11:0019:00;11:00;19:00
219;11:00 14:55 15:55 19:00;11:0019:00;11:00;19:00
639;11:00 14:20 15:20 19:00;11:0019:00;11:00;19:00
785;11:00 13:35 14:35 19:00;11:0019:00;11:00;19:00
675;11:00 13:30 14:30 19:00;11:0019:00;11:00;19:00
638;11:00 14:15 15:15 19:00;11:0019:00;11:00;19:00
118;06:00 08:15 09:45 14:30;06:0014:30;06:00;14:30
4100;06:00 09:05 10:35 14:30;06:0014:30;06:00;14:30
2061;06:00 09:20 10:50 14:30;06:0014:30;06:00;14:30
212;06:00 09:15 10:45 14:30;06:0014:30;06:00;14:30
2064;06:00 10:15 11:45 14:30;06:0014:30;06:00;14:30
215;06:00 09:10 10:40 14:30;06:0014:30;06:00;14:30
123;06:00 10:30 12:00 14:30;06:0014:30;06:00;14:30
503;11:00 15:40 16:40 19:00;11:0019:00;11:00;19:00
699;11:00 15:25 16:25 19:00;11:0019:00;11:00;19:00
674;11:00 14:45 15:45 19:00;11:0019:00;11:00;19:00
637;11:00 13:10 14:10 19:00;11:0019:00;11:00;19:00
673;11:00 15:35 16:35 19:00;11:0019:00;11:00;19:00
721;05:00 07:45 08:45 13:00;05:0013:00;05:00;13:00
626;05:00 08:10 09:10 13:00;05:0013:00;05:00;13:00
3965;16:00 18:20 19:50 00:00;16:0000:00;16:00;00:00
3764;16:00 19:55 21:25 00:00;16:0000:00;16:00;00:00
3760;16:00 18:25 19:55 00:00;16:0000:00;16:00;00:00
3963;16:00 18:50 20:20 00:00;16:0000:00;16:00;00:00
3777;16:00 18:55 20:25 00:00;16:0000:00;16:00;00:00
5272;16:00 18:40 20:10 00:00;16:0000:00;16:00;00:00
3773;16:00 19:35 21:05 00:00;16:0000:00;16:00;00:00
3766;16:00 20:25 21:55 00:00;16:0000:00;16:00;00:00
2067;06:00 09:05 10:35 14:00;06:0014:00;06:00;14:00
2089;06:00 09:10 10:40 14:00;06:0014:00;06:00;14:00
2245;06:00 08:15 09:45 14:00;06:0014:00;06:00;14:00
2250;06:00 09:25 10:55 14:00;06:0014:00;06:00;14:00
1351;14:00 18:50 19:50 22:00;14:0022:00;14:00;22:00
1346;14:00 18:20 19:20 22:00;14:0022:00;14:00;22:00
1778;14:00 19:00 20:00 22:00;14:0022:00;14:00;22:00
1818;14:00 17:30 18:30 22:00;14:0022:00;14:00;22:00
1356;14:00 16:10 17:10 22:00;14:0022:00;14:00;22:00
2999;14:00 17:25 18:25 22:00;14:0022:00;14:00;22:00
1340;14:00 16:45 17:45 22:00;14:0022:00;14:00;22:00
1780;14:00 17:45 18:45 22:00;14:0022:00;14:00;22:00
1352;14:00 17:35 18:35 22:00;14:0022:00;14:00;22:00
1782;14:00 16:05 17:05 22:00;14:0022:00;14:00;22:00
1784;14:00 18:35 19:35 22:00;14:0022:00;14:00;22:00
327;10:00 12:35 13:35 18:00;10:0018:00;10:00;18:00
529;10:00 12:15 13:15 18:00;10:0018:00;10:00;18:00
575;10:00 12:10 13:10 18:00;10:0018:00;10:00;18:00
2276;15:00 18:55 19:55 23:00;15:0023:00;15:00;23:00
54;15:00 18:40 19:40 23:00;15:0023:00;15:00;23:00
643;15:00 18:10 19:10 23:00;15:0023:00;15:00;23:00
644;15:00 17:05 18:05 23:00;15:0023:00;15:00;23:00
1807;15:00 19:05 20:05 23:00;15:0023:00;15:00;23:00
2277;15:00 19:35 20:35 23:00;15:0023:00;15:00;23:00
2929;15:00 19:30 20:30 23:00;15:0023:00;15:00;23:00
3638;08:00 10:30 11:30 17:00;08:0017:00;08:00;17:00
3782;06:00 10:05 11:35 14:00;06:0014:00;06:00;14:00
20;06:00 09:50 10:50 14:00;06:0014:00;06:00;14:00
167;06:00 08:35 09:35 14:00;06:0014:00;06:00;14:00
623;06:00 08:25 09:25 14:00;06:0014:00;06:00;14:00
17;06:00 08:30 09:30 14:00;06:0014:00;06:00;14:00
433;06:00 09:15 10:15 14:00;06:0014:00;06:00;14:00
4104;23:30 00:50 01:50 05:30;3,045486111;23:30;05:30
4105;23:30 02:40 03:40 05:30;3,045486111;23:30;05:30
4107;23:30 02:45 03:45 05:30;3,045486111;23:30;05:30
5366;00:00 02:12 03:12 08:24;00:0008:24;00:00;08:24
4025;12:00 13:20 14:20 18:00;12:0018:00;12:00;18:00
3593;12:00 16:00 17:00 18:00;12:0018:00;12:00;18:00
2070;12:00 13:40 14:40 18:00;12:0018:00;12:00;18:00
3582;12:00 14:45 15:45 18:00;12:0018:00;12:00;18:00
5300;12:00 15:50 16:50 18:00;12:0018:00;12:00;18:00
4024;12:00 14:15 15:15 18:00;12:0018:00;12:00;18:00
2300;12:00 15:45 16:45 18:00;12:0018:00;12:00;18:00
5301;12:00 15:20 16:20 18:00;12:0018:00;12:00;18:00
4022;12:00 15:10 16:10 18:00;12:0018:00;12:00;18:00
5302;12:00 15:30 16:30 18:00;12:0018:00;12:00;18:00
3590;12:00 13:30 14:30 18:00;12:0018:00;12:00;18:00
2073;12:00 15:35 16:35 18:00;12:0018:00;12:00;18:00
4020;12:00 13:35 14:35 18:00;12:0018:00;12:00;18:00
4023;12:00 15:25 16:25 18:00;12:0018:00;12:00;18:00
1926;11:00 13:00 13:15 17:00;11:0017:00;11:00;17:00
924;08:00 09:50 10:05 14:00;08:0014:00;08:00;14:00
343;07:00 10:50 11:05 13:00;07:0013:00;07:00;13:00
945;07:00 08:50 09:05 13:00;07:0013:00;07:00;13:00
345;07:00 10:20 10:35 13:00;07:0013:00;07:00;13:00
418;07:00 09:50 10:05 13:00;07:0013:00;07:00;13:00
3346;23:00 01:00 02:00 07:00;23:0007:00;23:00;07:00
4033;23:00 02:20 03:20 07:00;23:0007:00;23:00;07:00
4031;23:00 02:25 03:25 07:00;23:0007:00;23:00;07:00
4028;23:00 02:05 03:05 07:00;23:0007:00;23:00;07:00
4027;23:00 01:45 02:45 07:00;23:0007:00;23:00;07:00
4030;23:00 03:45 04:45 07:00;23:0007:00;23:00;07:00
4035;23:00 01:35 02:35 07:00;23:0007:00;23:00;07:00
3359;23:00 02:30 03:30 07:00;23:0007:00;23:00;07:00
3702;23:00 01:10 02:10 07:00;23:0007:00;23:00;07:00
3343;23:00 03:40 04:40 07:00;23:0007:00;23:00;07:00
1995;08:00 10:35 11:35 16:00;08:0016:00;08:00;16:00
3057;08:00 11:30 12:30 16:00;08:0016:00;08:00;16:00
2107;10:00 13:35 14:35 18:00;10:0018:00;10:00;18:00
2938;10:00 12:45 13:45 18:00;10:0018:00;10:00;18:00
2939;10:00 13:25 14:25 18:00;10:0018:00;10:00;18:00
331;10:00 13:20 14:20 18:00;10:0018:00;10:00;18:00
571;10:00 13:40 14:40 18:00;10:0018:00;10:00;18:00
5427;10:00 14:00 15:00 18:00;10:0018:00;10:00;18:00
4428;22:00 23:00 00:00 04:00;22:0004:00;22:00;04:00
5747;23:00 00:00 01:00 05:00;23:0005:00;23:00;05:00
30;04:00 06:15 06:30 10:00;04:0010:00;04:00;10:00
365;04:00 07:35 07:50 10:00;04:0010:00;04:00;10:00
1331;08:00 AS 14:00;08:0014:00;08:00;14:00
3398;10:00 13:30 14:30 18:00;10:0018:00;10:00;18:00
1015;08:30 AS 18:00;2,429166667;08:30;18:00
1016;08:30 AS 17:30;2,428819444;08:30;17:30
1030;10:00 AS 19:30;10:0019:30;10:00;19:30
2284;16:00 00:00;16:0000:00;16:00;00:00
323;05:00 07:55 08:10 11:00;05:0011:00;05:00;11:00
195;05:00 08:50 09:05 11:00;05:0011:00;05:00;11:00
320;05:00 06:55 07:10 11:00;05:0011:00;05:00;11:00
554;04:00 07:50 08:05 10:00;04:0010:00;04:00;10:00
1104;18:00 AS 00:00;18:0000:00;18:00;00:00
389;05:00 09:10 10:10 13:00;05:0013:00;05:00;13:00
929;06:30 08:30 09:30 14:30;2,343402778;06:30;14:30
1196;16:00 AS 22:00;16:0022:00;16:00;22:00
686;16:00 17:50 18:05 22:00;16:0022:00;16:00;22:00
56;16:00 18:35 18:50 22:00;16:0022:00;16:00;22:00
765;16:00 19:30 19:45 22:00;16:0022:00;16:00;22:00
1772;16:00 19:40 19:55 22:00;16:0022:00;16:00;22:00
90;16:00 18:30 18:45 22:00;16:0022:00;16:00;22:00
87;16:00 18:00 18:15 22:00;16:0022:00;16:00;22:00
376;06:00 08:25 08:40 12:00;06:0012:00;06:00;12:00
730;11:00 13:35 13:50 17:00;11:0017:00;11:00;17:00
1924;11:00 13:45 14:00 17:00;11:0017:00;11:00;17:00
1971;11:00 14:05 14:20 17:00;11:0017:00;11:00;17:00
1930;11:00 13:50 14:05 17:00;11:0017:00;11:00;17:00
1973;11:00 13:10 13:25 17:00;11:0017:00;11:00;17:00
732;11:00 14:15 14:30 17:00;11:0017:00;11:00;17:00
1929;11:00 14:40 14:55 17:00;11:0017:00;11:00;17:00
437;09:00 11:00 12:00 17:00;09:0017:00;09:00;17:00
3212;09:00 14:00 15:00 17:00;09:0017:00;09:00;17:00
4433;09:00 13:05 14:05 17:00;09:0017:00;09:00;17:00
2949;09:00 12:00 13:00 17:00;09:0017:00;09:00;17:00
438;09:00 13:20 14:20 17:00;09:0017:00;09:00;17:00
1343;14:00 17:40 18:40 22:00;14:0022:00;14:00;22:00
1354;14:00 18:40 19:40 22:00;14:0022:00;14:00;22:00
1051;20:00 AS 00:00;20:0000:00;20:00;00:00
2274;11:00 15:20 16:20 19:00;11:0019:00;11:00;19:00
697;11:00 14:35 15:35 19:00;11:0019:00;11:00;19:00
506;11:00 15:45 16:45 19:00;11:0019:00;11:00;19:00
502;11:00 15:10 16:10 19:00;11:0019:00;11:00;19:00
221;11:00 13:20 14:20 19:00;11:0019:00;11:00;19:00
2273;11:00 13:40 13:55 17:00;11:0017:00;11:00;17:00
1974;11:00 14:55 15:10 17:00;11:0017:00;11:00;17:00
1928;11:00 14:10 14:25 17:00;11:0017:00;11:00;17:00
1972;11:00 14:35 14:50 17:00;11:0017:00;11:00;17:00
1347;14:00 18:30 19:30 22:00;14:0022:00;14:00;22:00
1358;14:00 18:15 19:15 22:00;14:0022:00;14:00;22:00
1776;14:00 18:05 19:05 22:00;14:0022:00;14:00;22:00
1816;14:00 18:55 19:55 22:00;14:0022:00;14:00;22:00
2569;14:00 16:20 17:20 22:00;14:0022:00;14:00;22:00
2998;14:00 16:25 17:25 22:00;14:0022:00;14:00;22:00
852;07:00 09:30 10:30 15:00;07:0015:00;07:00;15:00
782;07:00 11:25 12:25 15:00;07:0015:00;07:00;15:00
252;07:00 10:05 11:05 15:00;07:0015:00;07:00;15:00
778;07:00 09:15 10:15 15:00;07:0015:00;07:00;15:00
919;07:00 11:50 12:50 15:00;07:0015:00;07:00;15:00
854;07:00 10:00 11:00 15:00;07:0015:00;07:00;15:00
791;07:00 10:25 11:25 15:00;07:0015:00;07:00;15:00
920;07:00 11:30 12:30 15:00;07:0015:00;07:00;15:00
47;16:00 19:25 19:40 22:00;16:0022:00;16:00;22:00
85;16:00 19:45 20:00 22:00;16:0022:00;16:00;22:00
1286;16:00 19:45 20:00 22:00;16:0022:00;16:00;22:00
6;16:00 19:55 20:10 22:00;16:0022:00;16:00;22:00
1359;16:00 18:15 18:30 22:00;16:0022:00;16:00;22:00
1360;16:00 19:25 19:40 22:00;16:0022:00;16:00;22:00
82;16:00 18:10 18:25 22:00;16:0022:00;16:00;22:00
62;16:00 18:05 18:20 22:00;16:0022:00;16:00;22:00
1073;06:00 AS 12:00;06:0012:00;06:00;12:00
470;06:00 08:30 08:45 12:00;06:0012:00;06:00;12:00
2261;05:30 09:05 10:05 13:30;2,301041667;05:30;13:30
549;05:30 08:25 09:25 13:30;2,301041667;05:30;13:30
2314;05:30 08:10 09:10 13:30;2,301041667;05:30;13:30
4108;05:30 09:35 10:35 13:30;2,301041667;05:30;13:30
2263;05:30 09:20 10:20 13:30;2,301041667;05:30;13:30
2266;05:30 09:40 10:40 13:30;2,301041667;05:30;13:30
569;05:30 09:50 10:50 13:30;2,301041667;05:30;13:30
692;05:30 08:15 09:15 13:30;2,301041667;05:30;13:30
2411;10:00 13:55 14:55 18:00;10:0018:00;10:00;18:00
